Hybrid Offensive RAPM,Possessions Played
0.5703882444644128,1262
-0.3337474337134662,2136
-0.7972675621573855,2413
-0.1975130438945853,1314
1.3829398020027033,1349
-0.6424268618504455,1507
-0.5501860801222966,1401
-0.5501860801222966,1401
0.8256742592786159,1222
0.8256742592786159,1222
0.8256742592786159,1222
0.8256742592786159,1222
1.2997472924801432,1459
1.2997472924801432,1459
0.00278487311638,1278
0.00278487311638,1278
0.6439447932860903,1747
0.6439447932860903,1747
2.679370950526076,1926
1.2463525380930889,1315
0.0103970540245421,1823
-0.2989509521053832,3212
0.6872256905512005,4783
1.776777972971851,3451
1.3489493205658876,4511
0.6740491395623839,1406
0.432973064703966,1444
-1.166178244129232,1504
0.1534065246421048,2618
0.7931387834637791,1786
0.7931387834637791,1786
2.161025077819135,1719
2.275984956968508,2651
0.9023000142819196,1643
0.9023000142819196,1643
2.9726519036950863,1588
0.0387012076941523,2550
-1.1339976557895215,1451
-1.1339976557895215,1451
-0.57731063900125,1467
0.6917637520208744,1642
-0.6528618292614654,1589
0.1384874392983887,1288
0.6130308897076392,2144
-0.2443367053963916,1709
0.9207418738656542,1860
-1.3174904322636316,1828
0.6311228031705194,2354
1.6621387015931144,1505
1.6621387015931144,1505
-0.6744121090214544,1428
-0.6744121090214544,1428
1.8355657412761797,1238
1.8355657412761797,1238
-1.0782045982036246,2370
0.2013904870609033,2310
-1.3362011154025342,1222
-1.3362011154025342,1222
1.0017036416063927,2923
-0.8187324824948595,3369
2.3261434601263904,2399
0.5816219688381234,4062
-0.0351122536445519,3779
0.6707288420730217,3983
-1.091038262340757,2804
0.0443853507255043,2638
0.7571171549325174,3312
-0.0851443404100844,4233
2.4473123043360108,4686
0.6127079403282009,3307
0.0634644578205296,1468
-0.312642134690384,3616
-1.5058042168391623,2944
1.550846255409445,3163
-0.8469510980300471,1742
-1.333338535297604,1275
1.5408884385379615,3091
1.5158888363858445,1423
-0.0478049048757997,1278
-0.5035031572849722,1249
0.3295928340861264,3405
-0.6657672312631681,4375
1.3731212601864815,3824
-0.5406253081132819,3408
0.3684657572492759,3248
2.72099551882602,3514
-0.425409802929009,3337
0.8891205192365991,3975
0.3542735102097117,3420
-0.2174464819377153,4203
2.572739012626802,1215
-0.8420277928046351,1264
-0.2467082201374615,1513
2.641997521319972,2084
1.1041176377486823,1685
-0.121815045883067,1520
0.6684592246493061,2680
-1.2388335032990858,1999
-1.157498869680857,1526
0.3841028255134753,1508
-0.7911834169494459,1796
-0.0818452460942901,1236
0.560439159729381,1682
2.3937060742439185,1332
0.5882380376985098,2451
-1.231341761925505,3974
-1.1137153374474265,2055
-1.1137153374474265,2055
-1.1174413521094146,2343
0.0983990585269517,3694
2.0503501740501,1913
2.0503501740501,1913
1.2852367130969191,1727
1.11438941828878,2942
1.11438941828878,2942
1.2229215035343397,2924
0.0948106965929872,2006
0.0948106965929872,2006
-1.7858125960720166,1683
-1.7858125960720166,1683
0.7618135482896946,1288
0.7618135482896946,1288
0.7618135482896946,1288
0.7618135482896946,1288
1.1152692067336367,3567
0.0461126711419906,1683
-1.4324870440918978,3968
3.0251172351692146,4186
-0.7891134125585659,1573
1.0272156980592635,4368
-1.0790890870962264,4633
1.1127750093941011,1734
-0.5259812921463253,1841
1.4828961845862425,4319
0.0095458726433118,2406
-2.0364518860263683,1290
-0.1515945504464058,1873
1.0879175025750998,2532
0.1089152036262803,1644
-0.3559794645933277,1617
-0.3563410882671869,2076
1.494594798056372,2995
2.227069063845779,1245
2.227069063845779,1245
-0.4391086911026708,2321
1.1273174973723357,1447
0.94091488730917,3805
-0.4035849075430116,4074
0.9928158841905576,4495
0.0271382854719477,4077
0.0724983288420173,3199
1.6451986221895212,3888
-0.7218102599122552,3264
-0.509724079020002,4127
0.1460350857154942,3499
2.1280996230194105,4147
1.0954841303890492,1803
0.3439233940172504,1726
-0.7316781509717649,1569
-0.1017524364333353,1263
-0.8364217389322536,1380
0.1084495411695967,1211
0.4036785648803936,1485
0.7998086588782221,1505
0.3551175640796734,1444
-0.6979152587930438,1737
-1.2513524426782308,1424
0.1369210528652753,1399
1.9140289490807036,1763
0.9494095026617584,1202
-0.0817162161068828,1915
-1.7977859106051906,1564
-0.2425420463862395,1265
-1.170083364073883,1794
2.7682993436385552,1509
2.23141709914739,1456
-0.4429411047755793,2996
0.3197306522059703,2635
0.3197306522059703,2635
2.0649352157741103,3271
1.1984948150311123,4281
0.7284535874540151,1897
0.7284535874540151,1897
-1.805373650981564,3577
0.5239660051792024,3170
1.414331334959139,2254
1.414331334959139,2254
1.3103390380196496,2662
1.3103390380196496,2662
-0.1574414612533227,3812
0.0537292055605853,2106
-1.3494332425735729,1781
-1.2495798586852112,2367
-1.62948495245003,2350
0.1892193913718597,2174
0.1435662307454446,1697
2.970401295162738,2660
2.275847081854922,2405
0.0198619214121924,1504
1.0530277307812392,1379
-1.69803155200511,1282
1.1034127496977888,2361
-1.3912791419349368,1304
-0.2852873211805197,1498
1.7034622619811126,1337
1.5257207649137563,1300
1.5257207649137563,1300
-0.7897967244119404,1480
-0.7897967244119404,1480
-0.1852865862529825,1716
-0.1852865862529825,1716
2.156752890214061,1314
-0.7072425712429947,1849
1.6346053570667367,1421
-0.3178906167036986,1785
-0.3178906167036986,1785
1.5216962261915332,1418
1.5216962261915332,1418
2.5155350163299817,2554
1.288896556034932,2366
-1.6255225774725823,1432
-0.3108208218213825,1289
0.3323497504195298,1751
0.0268240378849936,1242
1.715352524893054,1927
0.6210786975066052,1621
1.104361690441229,1677
2.4949380656464,2196
1.7631375747916325,1492
-0.7413937085858275,2574
1.1340682163900813,1409
-1.5360009455909638,1571
-1.514058344632632,2181
-2.2075337883830977,1346
0.160123585836527,1313
-1.222224803054146,1526
0.755443251922863,1731
0.4882968556276924,2550
-1.0051758108998436,1349
0.7981217760279564,1310
0.1264834585489724,1231
-0.5540310180165373,3173
2.545416558806308,2449
0.639636043653955,3996
-0.1733524762582035,2467
-1.54837978968349,3041
-0.6545508901620662,1456
0.0094976543298284,1759
-0.4609007430473815,1886
-0.4147509249236237,1375
-0.4147509249236237,1375
1.4429088774941583,2221
-3.5926618780835478,1686
1.58594010641857,1814
1.58594010641857,1814
2.715508360636264,3804
-0.721255310086894,1774
3.115045634537541,1664
3.115045634537541,1664
0.7795118526771051,1548
0.7795118526771051,1548
1.4814259511362278,1688
1.4814259511362278,1688
1.1815934057863768,2898
-0.0909328910894094,1622
-0.0909328910894094,1622
-0.153177014784573,3026
1.1069527393854688,1501
1.1069527393854688,1501
0.9770755451251544,2594
0.6911746986728832,1341
0.6911746986728832,1341
-1.66117061391644,1336
0.372089147588727,2486
0.5060266922732458,2547
3.050715622374159,1261
0.9508266032954462,1305
-2.009098803276551,1294
1.797928521991321,3117
0.4820241707041434,3320
1.5562934521742846,1317
2.106682925456021,1399
1.0113938389445294,1403
1.604382864988943,2915
-1.9926576143518653,1716
0.0777456171058576,1286
-1.3335376382341255,1452
1.3223180612317618,1500
1.7970769771036832,1985
-0.2258139668531275,2130
1.831769702601868,1389
1.9673847021716315,1762
-1.109066760813108,1797
-0.7428096413169444,2889
2.643966330822375,3698
0.6193968067387565,1700
0.3425053449702001,2489
-0.5739232627166371,2517
0.1035268458802679,2302
1.2897303336338335,2633
1.3463359500692706,1267
2.4818810555424307,1891
-1.3643660164634317,1405
-0.8162411426197369,1563
-1.2883777821530864,1924
0.3787028925332668,1985
0.8245561145050675,1781
-0.4794297302415108,2524
1.0924125583177806,1360
-0.2971082881820454,2158
-0.2971082881820454,2158
-2.8637824452886784,1330
-2.8637824452886784,1330
3.1762996206098757,1249
3.1762996206098757,1249
0.599707414890073,3041
1.6580593572011946,3174
3.085014217444119,2564
0.8565506983139275,2257
-0.9036249647392062,1447
-3.1764045781225416,1388
2.656235099490962,1439
-2.4182134665214248,1382
-0.7901714394618756,1658
-0.7901714394618756,1658
0.611908977249357,2286
-0.1174975936854852,3082
-1.7808776880013069,1826
2.5201024965076666,1867
2.465871936945107,1484
2.3990835435339912,2318
1.333761398774404,1291
0.2118241139508841,1437
-2.614479832410576,1999
1.1934092557529,1248
0.864178318425278,1395
3.145474478178098,2992
-1.160235145931976,2980
-1.6572999882832478,2527
2.9695764399806137,3184
0.186845234853795,3938
1.092682924783561,3231
1.4465189644756962,4292
-0.3637512285075075,4274
-1.7375384444793134,3700
0.8817664118313784,3420
1.0572303113783426,1693
-2.617348633025072,1607
-0.0812686622202846,1443
2.6431174792814867,2435
-0.864413370367375,1413
0.684248173731617,1291
1.952046726048228,1631
-0.0692966161007972,2049
-0.6376090698837131,1620
0.8950066953238862,2128
0.4227062729103649,1604
3.514199342537421,2490
-1.1138162291625666,2727
-1.5091923043705375,2527
0.5057829818970087,2292
3.4602378151736217,2281
0.1048301508298866,4025
0.2837978414259289,4788
1.1875700199510697,3662
-0.3738916116546623,2456
0.0825024340473494,3028
0.7373110184916303,1995
-0.7693629736603015,4075
0.119805877471358,3277
-0.1340061815980245,3886
0.6857970769538759,1453
-0.9543276234040384,1485
1.5458264691148356,1609
1.5206248628128531,1467
-2.96971893993076,1214
-1.181544807897333,1595
0.1216755760528939,2665
4.159815937075086,3386
-0.1354546372277241,1372
0.0370560856226881,2508
1.5025409448475842,2981
1.049464849490502,2282
-0.5651401945613145,1513
1.1668275445737657,1586
-0.307006506657853,3406
0.3444749209792964,3539
1.018557998510612,3150
1.644760694672775,2470
-2.207082498656482,2588
-0.097129564691663,2808
-0.8091860914596763,2696
-1.2298740867482325,1424
-0.8746000866833972,1432
0.7850541247682817,1268
1.9614299005534213,1461
1.1629197160631806,1369
-0.3908984499493849,1670
1.2584728458543235,1228
0.1271512475103724,1821
-0.4042788972684384,1296
0.1439076540952694,1342
0.4450379395474275,1642
-1.5587580184679102,1325
-1.4643583320311913,1370
1.668674636143908,1239
1.668674636143908,1239
1.687340940219205,3258
-0.0631496168110685,1323
-0.0631496168110685,1323
-0.5592352657095168,1888
1.9168372984940736,3090
2.279103528885284,3120
0.0331820189431151,1295
0.0416143577193752,1823
0.7183431892624483,4053
0.4436117073974586,1415
0.4436117073974586,1415
-0.9250297289290074,3060
-0.6852943591069137,1890
-1.142263897230756,3640
1.9590288376108915,3940
0.9353750698103728,2093
-0.5766202575840562,2170
1.7159932803689717,2281
-1.5002463045363477,1627
0.4522996308253032,1350
1.3825670686420402,1264
2.2987944623227605,1359
-1.1433149573410026,1528
-1.1433149573410026,1528
-0.7978864221680775,1563
-0.3705484746076191,1536
-0.3705484746076191,1536
-1.1003514357857287,2465
2.062560118047809,1602
1.7409627150224245,1250
-1.132771577278371,2033
-0.2204143031036617,1353
0.270419628523444,1845
0.270419628523444,1845
0.270419628523444,1845
0.270419628523444,1845
1.9917520990817463,1418
1.9917520990817463,1418
0.7901775518885215,1287
0.7901775518885215,1287
-0.591102381311907,1799
-0.591102381311907,1799
1.6904568520587682,1446
1.6904568520587682,1446
0.4245101636534769,1967
0.4245101636534769,1967
1.0170422334150715,2014
1.0170422334150715,2014
-0.7429926115722698,2284
-0.7429926115722698,2284
-0.0673198516833601,1485
0.815110364339571,1883
1.364042581275324,1207
0.2082828101421965,2441
-1.0963584699376936,1944
0.2885295488432898,2878
0.7861815666818474,1399
1.2756623386849508,1820
0.2217962393785892,2030
1.0181806065054797,1595
-0.6111947458645755,1230
-0.555273741019648,1241
-1.5134607689801112,2131
-1.5134607689801112,2131
3.324648403942124,1453
-0.3032225412265918,2816
1.4625704997930389,2212
1.0736022700105663,2964
1.5750213139372478,1271
1.5750213139372478,1271
0.1008886682349505,1518
0.1008886682349505,1518
0.8852557527362944,1349
-0.5268218169310627,1432
-0.734258786756881,1571
0.6484113975686078,1699
0.7903273678035998,1206
0.7903273678035998,1206
1.8634723846712489,1461
1.8634723846712489,1461
1.0373001216500386,2240
0.7445919544169428,2035
0.7445919544169428,2035
-1.7990891594782308,1399
-1.7990891594782308,1399
0.7508719361696193,1582
0.7508719361696193,1582
-2.6092189898781863,4167
1.1403517257294409,1253
-1.2575914579653942,1491
0.8857289984685306,3244
2.0519732719907515,1946
0.6981368161381669,1882
0.9511336205675014,4458
-0.3976162253495626,1285
0.7827496516159971,1541
-0.352197557951044,1238
-0.8211329040435252,1293
-1.2018025533931471,2057
-0.902612656804382,2715
1.2537024510364818,1572
1.6577904424878558,2055
0.1405619635010133,1778
0.1405619635010133,1778
0.628817499832825,3285
-0.581435167060714,1423
2.265115654833512,3392
-1.1485173189106344,2045
-2.00434176989338,2012
0.5911032143324788,1906
0.998343147609626,1382
-2.1267293222085115,1317
-0.7275031990413551,1661
-0.7275031990413551,1661
1.506315776350362,3063
0.0614613505331321,2921
-1.245955304601394,2104
0.8324242037008365,2809
-0.780210602062412,3867
1.3503664826947106,2183
1.2805695573330167,2190
1.6057899951266996,1784
-0.6906943057104772,3101
-0.1278599385845891,1521
3.5512690456620444,2760
0.5035418523225855,3393
-0.2720426449333997,2639
1.1723931999349952,2259
-0.6696206938474547,2598
-2.475011862613985,2288
1.1119705467436052,1510
1.1729085822516725,4288
1.4315747834453325,3353
-0.2904132096110097,2312
2.179997589295441,2183
0.1932505110729465,2113
0.6063045818873485,1202
-0.4325216730121536,1251
0.743599219271764,2005
0.6375753481251158,2201
0.0522767517787136,1353
1.5979832304793422,1612
2.486870681455291,1775
0.2850158378670692,1952
2.693033643765592,1307
1.655037103258073,2272
0.2241987607248975,1499
0.2241987607248975,1499
1.6323476798485004,1410
0.2907383091377315,1769
-0.5014226869040062,1863
0.6667414405948074,1276
0.5662776631379358,1672
0.5229138042178754,2906
0.5255790628882524,1738
0.9637257868321856,2893
2.053527163605948,2518
1.4045202672881407,1784
0.6182299381586661,1421
-0.0085820747028852,1557
1.7385934112298185,1826
2.287900685630825,1515
-1.213214507914427,2040
0.731922103184822,1577
-1.700569348083398,1310
-0.4313656100821563,1728
-1.6254429750057513,1689
-1.6254429750057513,1689
-0.7592497319989571,1661
2.3975239379902726,2552
1.6884444654029933,2613
-0.5291551691316836,3056
1.2935958175268918,2366
1.0678468845959392,1256
1.0678468845959392,1256
0.9211969524341348,1818
0.1042266349886927,1285
2.0024600995560924,1413
2.0024600995560924,1413
-1.0503615544834282,2379
-1.5612984603436917,1733
0.6970281257311046,1491
0.4846254512963421,3157
0.1615560211666391,1710
0.4824478816429204,2184
-0.2276240425585012,2226
-0.3869197107257879,1518
-2.570814333590349,2567
1.53789670942685,1621
1.53789670942685,1621
1.53789670942685,1621
1.53789670942685,1621
-2.170678350820185,1377
-2.170678350820185,1377
1.5940288878781128,1724
1.5940288878781128,1724
1.5940288878781128,1724
1.5940288878781128,1724
1.688776324407585,1605
1.688776324407585,1605
0.0941043466593502,2320
2.596374938852347,2364
-0.4535260637371011,2763
-0.3264667441880764,1293
1.0548499459037792,2248
-0.5770168363270035,1474
-0.8521637464318589,1399
1.1429716679981388,2067
0.4832374475342156,2274
-1.4216335798593809,1341
2.524821556773781,2007
0.7405142544499277,1487
2.387693098534569,1310
0.2951720873964421,1309
0.2951720873964421,1309
0.7307548671337448,1437
0.736891121482975,1231
1.2869851997922417,1472
-0.5140753982398063,1429
0.2614268246085208,1954
1.750649223442443,2102
2.097588877260122,2322
0.2863805276696576,1595
0.029896369341822,1253
1.9946474424764733,1654
1.4258735555760575,2465
-1.1196282645998945,1632
-1.1181398796336468,1552
1.4575127006104132,1297
-1.018206111285981,1794
1.0395963286820444,1673
-0.7511912925215931,2134
-0.7511912925215931,2134
1.548787472491973,1672
1.548787472491973,1672
-0.1037163058656574,2040
-0.1037163058656574,2040
-0.1037163058656574,2040
-0.1037163058656574,2040
-1.2057533395499698,3291
0.3719621433420988,2450
0.3719621433420988,2450
-1.127617109848237,2487
-1.127617109848237,2487
0.3956870522698771,2167
-0.8559276674922607,2050
1.0621825171625012,1792
1.0621825171625012,1792
-0.8430836216607781,1485
-0.8430836216607781,1485
4.061815119845987,3135
-0.3192355410201198,2401
1.0235836543763246,2254
0.6254354079909518,1317
-0.2753928142977421,1221
1.7796764835186014,1669
-1.058328384481532,1718
1.1176978188235374,1534
-0.7719741217860296,2216
-0.7719741217860296,2216
-0.1523156604494883,1226
-0.1523156604494883,1226
-1.706371845819133,1216
1.2892312269970914,1658
1.2892312269970914,1658
1.3306883923225854,1861
1.404224500803085,2256
1.6320816823482138,2055
2.690712458667379,3224
-0.135088408106435,3173
1.6770796164603257,3640
-0.112100848146864,4471
0.4124423821538827,3361
2.300971930182713,1592
0.1109444717831725,4099
-0.3707425539028717,1610
-1.1645429732381951,1381
-2.7430524766137347,2820
1.6302025968947986,2337
1.6125275717163938,2815
-1.254293762815294,1635
-0.4943277073828726,1260
-0.4943277073828726,1260
-1.2217093542353092,2349
2.3034502710036366,1861
0.8803187114724476,1949
-0.1121992143601004,1623
0.066501742807152,3357
-0.0231141555586236,2773
-1.22619245812518,1368
1.6838285470454226,1524
0.0934484590383179,1203
0.3165057296246651,3394
0.3942328008848311,2488
-1.3152185441142366,4009
1.43245888028352,3981
-0.5541873731956052,2241
-1.4853374444526102,3392
1.0665868581257647,3561
0.3366614071642467,2757
1.1359763245746046,2920
2.0307789896000723,4504
1.8958940439529428,1405
-1.6921424465038488,1683
-0.903783277304095,1717
-0.2726634302459158,2821
0.1761628056020576,2765
0.8176925620854585,2954
3.7309803589865096,2080
1.611155899833076,1476
-0.1182333130334404,2563
-0.0070089323114139,1394
-0.4614002232101623,2351
-1.059464685794774,2190
1.303542617629986,2792
0.1499779509669881,2624
-0.2386396526253929,2091
0.9640960968067458,2145
-0.2231994879191956,1902
-0.4675171628792615,1535
-1.6561055980034052,2409
3.2006838592141333,1241
1.099925026594278,1613
1.6864373238059278,1391
0.7283732934324226,2444
-0.0683985696113994,1501
-0.1149406148585124,2421
-1.1920951336559844,1406
-0.8581580668095461,1442
1.9769768639060643,1965
0.2094217304984456,1207
-0.2193281550233812,1366
-1.3789652975722226,2049
-1.3789652975722226,2049
2.404953666862264,4089
-2.5259292182565263,4526
0.2003296775191619,4058
3.0972901212570645,2158
3.0972901212570645,2158
1.0732440737001432,2219
1.0732440737001432,2219
-0.9044640868139004,1696
-0.9044640868139004,1696
-0.4190600601354182,3879
0.0168186194319876,2848
1.1132747437713206,3597
3.4412316997707557,2010
0.6297782149078995,3827
-0.2330264331869844,2331
0.1556603965848883,1757
2.3542927842535875,1551
-1.9064865114640857,1499
0.2990232765912127,2578
-1.8134206567478317,1463
0.4941300080549792,1423
1.89620925813832,1479
1.89620925813832,1479
-0.1127775966298501,1408
1.4579500325156671,3003
-0.6412815540573961,3040
-0.9341997680061744,1206
-1.4331818947452546,1456
-1.4331818947452546,1456
-1.4331818947452546,1456
-1.4331818947452546,1456
0.2256093898111381,1494
0.2256093898111381,1494
0.2256093898111381,1494
0.2256093898111381,1494
0.1685199556395375,1436
0.1685199556395375,1436
-0.5843465157615508,1349
-0.5843465157615508,1349
0.4894687512547553,1301
0.4894687512547553,1301
1.4568980385601564,1726
1.4568980385601564,1726
1.4568980385601564,1726
1.4568980385601564,1726
1.3687196006989428,1462
1.3687196006989428,1462
1.3687196006989428,1462
1.3687196006989428,1462
1.0269806742513283,1385
1.0269806742513283,1385
1.0269806742513283,1385
1.0269806742513283,1385
-1.2588438494620289,3397
-1.4108980414224632,2525
-1.285056647381999,1272
1.3623528806979364,1787
0.0671169428305782,1388
1.4693567159196617,2062
0.0772657208059923,3191
-1.3537232517845423,3391
0.1338052210383882,3049
0.813248658452598,3304
-1.719186933540613,4678
0.8125272106724066,3942
0.17538967153946,3577
1.8996730720676664,5065
0.2599372736706877,3837
0.280698571990355,3879
2.8300624638151466,2661
0.6382772317847674,2674
-1.8340210189391637,1401
2.3436103156519787,2142
-1.0698570167015773,2079
0.9084917111233196,2100
-1.2905383387028588,1465
0.9518196947755388,2335
1.9887700810499929,2047
-1.0639771895812222,1924
0.521891897884954,1391
1.5163687347193515,3554
-0.8383690344337893,2206
-0.2201058482073981,1206
1.0254542822665629,2172
0.8685921531645806,3412
-1.2961121796357178,1878
0.6919320548805757,1694
-1.3117989842469304,2470
0.4677930004448828,2325
2.2440703517907368,1392
2.005337333867545,2613
0.8335501954556828,2538
2.291673577067776,2921
-1.3733459248649362,2571
0.0184514145536673,1885
-0.8708356663209691,4386
-0.2464366119776604,1512
-0.2464366119776604,1512
-1.318690677244714,1584
0.9340634805691772,4239
2.1715939485527818,1321
2.1715939485527818,1321
1.1894263097538949,1471
2.166755096473361,4067
1.047879849444182,1626
-1.0200865906617524,1632
-0.1638207535744257,1563
0.979338540098422,1265
-0.6333507998649198,1789
0.2183116853158273,2445
-1.4556570545610614,2727
0.6439007001594377,2370
-0.4505405731226694,2162
1.6672787303020482,3185
3.1943025732987027,2746
-0.4402122292813655,2237
1.4684457538546445,4026
-0.7924731909244117,3260
-0.6129814557636482,2941
-0.5663577033045251,2117
-1.9614098750162292,2535
-0.018551413817569,2294
1.2231742417197549,2404
0.3503258893052069,2340
4.38893355394909,2312
-3.790601651794159,1318
-0.6212794714316681,2774
2.058571105653724,3227
0.8271894938356493,1876
-1.7043819933271858,1450
0.5794406551860874,2904
-0.0670412429585441,2546
-0.6356007665835616,3266
2.620814334760041,3246
0.2173903457080724,1622
0.0084956328097967,1236
0.5295775329103944,3655
0.1248661990549543,2302
2.1448078888861954,2426
0.0698912720701346,2902
2.94756476877289,3580
-2.540289176791564,1822
-0.9183431743405026,1770
0.9401922903594158,2366
0.1357812081226291,1427
0.4140486383373813,1400
0.1620584637924974,1529
-1.0816865800860065,2325
1.2018973713117265,1630
1.1357331030554818,1456
1.0931589116909142,2715
0.740064890454568,2896
-0.5288967530900577,2064
1.234818094651945,3716
-1.042012327897223,3161
1.65200798052553,3490
-0.1283557416906457,2232
1.2251377611444951,1410
-2.281645580331176,1391
1.4797153525227984,1357
-1.438050438512649,1323
1.254188683520359,3253
0.7208861235464518,1887
-1.4778209574662708,1931
0.3560487325116154,3451
0.7314531447825885,2655
2.314469911637068,1269
-0.5668696950477389,1309
0.4558547818818908,3919
-0.1748960474399462,1809
-0.6558120295866559,3944
3.843440216800548,3978
0.3563165836595994,2074
0.1273276044814409,4408
-2.0794218161966813,3986
0.8389643346643516,1330
-0.6933815849958873,1321
-0.0374547049211334,3710
-0.2720249056721567,1560
0.308499853047953,1702
2.226348337044622,2270
-0.6836940184430101,2746
1.2533337686107353,2001
-1.7449540209361285,1937
0.885958434475475,1491
-0.8920240898253838,1430
1.8452472621437972,2207
1.0368089173059711,1423
-0.1458620660058816,1604
-1.207055680607939,3479
0.7996614037152328,3278
1.297525227865322,3066
1.9086121875090571,2871
2.777241580147561,3727
0.6172893169320599,3829
-0.4074749708505855,3775
-0.575714103620094,2771
0.0346698357434745,3412
0.3504972136525773,2976
