Player Pair,Possessions Played,Hybrid Offensive RAPM,Hybrid Defensive RAPM,Total Hybrid RAPM,Season,Pair Names
"(162963205, 163024505)",3193,-0.12227738767852532,-1.0731825851165437,-1.195459972795069,23,"('Coby White', 'Ayo Dosunmu')"
"(20194205, 163024505)",3693,0.7994020375579977,1.6897791193283913,2.489181156886389,23,"('DeMar DeRozan', 'Ayo Dosunmu')"
"(20308305, 163024505)",1744,-2.0945840680360095,-0.7164235787255582,-2.811007646761568,23,"('Andre Drummond', 'Ayo Dosunmu')"
"(163017205, 163024505)",1243,-1.43437989730193,-0.31945154369618023,-1.7538314409981102,23,"('Patrick Williams', 'Ayo Dosunmu')"
"(20308305, 162897505)",1288,-0.2875653842786412,1.601156255360442,1.3135908710818007,23,"('Andre Drummond', 'Jevon Carter')"
"(20194205, 162897505)",1307,0.3612972334431336,-0.37903202751285764,-0.017734794069724058,23,"('DeMar DeRozan', 'Jevon Carter')"
"(162793605, 163024505)",2246,-1.04044578253973,0.4631674050431491,-0.5772783774965808,23,"('Alex Caruso', 'Ayo Dosunmu')"
"(20347128, 162778328)",2500,0.8161148971867337,0.8795418288644101,1.6956567260511437,23,"('Dennis Schröder', 'Pascal Siakam')"
"(20347128, 162775128)",1978,-0.9859547946480366,0.5354112318449662,-0.4505435628030704,23,"('Dennis Schröder', 'Jakob Poeltl')"
"(20347128, 162901828)",1582,1.8167531258247323,-1.443770414700857,0.37298271112387527,23,"('Dennis Schröder', 'Gary Trent Jr.')"
"(20347128, 163056728)",2512,-0.23538115420508793,0.05652451077884582,-0.1788566434262421,23,"('Dennis Schröder', 'Scottie Barnes')"
"(162775128, 162778328)",2074,-0.628474755561699,-0.6753336742449757,-1.3038084298066748,23,"('Jakob Poeltl', 'Pascal Siakam')"
"(162778328, 162901828)",1405,0.7787300083586017,-1.3141450779917672,-0.5354150696331654,23,"('Pascal Siakam', 'Gary Trent Jr.')"
"(162778328, 163056728)",2309,0.15837506753863045,0.8245603014194067,0.9829353689580371,23,"('Pascal Siakam', 'Scottie Barnes')"
"(162775128, 162901828)",1543,0.6009774379310249,1.6900609449087476,2.2910383828397727,23,"('Jakob Poeltl', 'Gary Trent Jr.')"
"(162775128, 163056728)",2167,0.8918825238791391,-1.7528734991717352,-0.860990975292596,23,"('Jakob Poeltl', 'Scottie Barnes')"
"(162901828, 163056728)",2429,0.43752087610902207,0.3265133686191513,0.7640342447281734,23,"('Gary Trent Jr.', 'Scottie Barnes')"
"(162773426, 162836826)",4506,0.8651784837304123,2.083960304230025,2.9491387879604374,23,"('Domantas Sabonis', ""De'Aaron Fox"")"
"(162836826, 163109926)",4287,0.41696663636217496,0.6441150789816356,1.0610817153438106,23,"(""De'Aaron Fox"", 'Keegan Murray')"
"(20308426, 162836826)",4200,-0.28659538878587204,1.9041189247822037,1.6175235359963316,23,"('Harrison Barnes', ""De'Aaron Fox"")"
"(162836826, 162898926)",2538,3.4307739255666423,-0.6723270705189559,2.758446855047686,23,"(""De'Aaron Fox"", 'Kevin Huerter')"
"(162773426, 163109926)",5245,0.37207548494725906,0.9603664733986066,1.3324419583458655,23,"('Domantas Sabonis', 'Keegan Murray')"
"(20308426, 162773426)",4968,1.5690393021247442,-2.193855332672681,-0.6248160305479369,23,"('Harrison Barnes', 'Domantas Sabonis')"
"(162773426, 162898926)",3259,0.9593123467613781,-0.06215197948065406,0.897160367280724,23,"('Domantas Sabonis', 'Kevin Huerter')"
"(20308426, 163109926)",4109,0.34507827819596765,-0.6690503819219185,-0.3239721037259508,23,"('Harrison Barnes', 'Keegan Murray')"
"(162898926, 163109926)",2478,-1.3685728746883201,-0.6699077834407022,-2.0384806581290222,23,"('Kevin Huerter', 'Keegan Murray')"
"(20308426, 162898926)",2838,-0.24245721576724352,-0.42888020445940084,-0.6713374202266443,23,"('Harrison Barnes', 'Kevin Huerter')"
"(162836826, 163116526)",1250,-0.5351698661222883,0.05252501159986575,-0.48264485452242256,23,"(""De'Aaron Fox"", 'Keon Ellis')"
"(162773426, 163116526)",1726,-0.6786560064021842,1.6491499620854757,0.9704939556832916,23,"('Domantas Sabonis', 'Keon Ellis')"
"(163109926, 163116526)",1415,-2.000730378237442,-0.3793621962882524,-2.3800925745256944,23,"('Keegan Murray', 'Keon Ellis')"
"(20308426, 163116526)",1285,1.8293276192555816,2.088848393998995,3.9181760132545764,23,"('Harrison Barnes', 'Keon Ellis')"
"(162773426, 162837026)",2718,1.0390850780660337,-1.6801342595889108,-0.6410491815228772,23,"('Domantas Sabonis', 'Malik Monk')"
"(162837026, 163109926)",2214,-0.41263562985195806,1.0207519350987082,0.6081163052467502,23,"('Malik Monk', 'Keegan Murray')"
"(162837026, 163055826)",1316,1.616144704216153,-0.07103722838913094,1.545107475827022,23,"('Malik Monk', 'Davion Mitchell')"
"(162773426, 163055826)",1950,-0.712273644850361,-0.25331403314236606,-0.965587677992727,23,"('Domantas Sabonis', 'Davion Mitchell')"
"(163055826, 163109926)",1432,1.636463146455308,0.5963624871041523,2.2328256335594605,23,"('Davion Mitchell', 'Keegan Murray')"
"(20308426, 162837026)",1847,-3.384449973006032,-2.2669733939277243,-5.651423366933756,23,"('Harrison Barnes', 'Malik Monk')"
"(162836826, 162837026)",2648,-0.1972830409928531,-0.9113523247104455,-1.1086353657032986,23,"(""De'Aaron Fox"", 'Malik Monk')"
"(20269110, 163121810)",1518,-0.5307600564061401,-1.2889575756059364,-1.8197176320120765,23,"('Klay Thompson', 'Trayce Jackson-Davis')"
"(10110810, 163121810)",1418,-1.1608881057822436,-2.550031898858617,-3.710920004640861,23,"('Chris Paul', 'Trayce Jackson-Davis')"
"(20193910, 20269110)",3541,-0.32478364427563183,-1.6337168250405494,-1.9585004693161812,23,"('Stephen Curry', 'Klay Thompson')"
"(10110810, 20269110)",2177,2.7668131622614114,0.4875567662016315,3.254369928463043,23,"('Chris Paul', 'Klay Thompson')"
"(20269110, 163022810)",2623,0.42397770165227155,1.531426743082543,1.9554044447348145,23,"('Klay Thompson', 'Jonathan Kuminga')"
"(10110810, 20193910)",1492,-0.2117030706089896,3.146706743361422,2.9350036727524325,23,"('Chris Paul', 'Stephen Curry')"
"(20193910, 163022810)",2801,1.2448948056051643,0.8949276908990882,2.1398224965042525,23,"('Stephen Curry', 'Jonathan Kuminga')"
"(10110810, 163022810)",1640,-0.22420482502774744,-0.9320300982181199,-1.1562349232458673,23,"('Chris Paul', 'Jonathan Kuminga')"
"(163121810, 164176410)",1376,1.5528040035359616,1.5138980515397176,3.0667020550756794,23,"('Trayce Jackson-Davis', 'Brandin Podziemski')"
"(20193910, 164176410)",2210,0.5468695600915846,-1.8191181999716846,-1.2722486398800998,23,"('Stephen Curry', 'Brandin Podziemski')"
"(163022810, 164176410)",2556,1.057909223656852,1.4574159777655342,2.515325201422386,23,"('Jonathan Kuminga', 'Brandin Podziemski')"
"(20193910, 20395210)",3522,2.1320163869228534,0.5335153382481036,2.665531725170957,23,"('Stephen Curry', 'Andrew Wiggins')"
"(20395210, 164176410)",1904,0.7498892967084275,-0.6588208913658948,0.09106840534253269,23,"('Andrew Wiggins', 'Brandin Podziemski')"
"(20395210, 162617210)",1482,-2.2906982329157852,1.3252695374013033,-0.965428695514482,23,"('Andrew Wiggins', 'Kevon Looney')"
"(20193910, 162617210)",2055,0.5753264742297354,-1.252847695970511,-0.6775212217407757,23,"('Stephen Curry', 'Kevon Looney')"
"(162617210, 164176410)",1297,0.24861320300950213,1.6866469380371876,1.9352601410466896,23,"('Kevon Looney', 'Brandin Podziemski')"
"(10110810, 20395210)",1421,-0.2826736665057143,-1.1379303184331495,-1.4206039849388639,23,"('Chris Paul', 'Andrew Wiggins')"
"(10110810, 164176410)",1435,0.8103093127760164,1.5475649101575317,2.357874222933548,23,"('Chris Paul', 'Brandin Podziemski')"
"(20269110, 164176410)",2119,-1.578523962287648,-3.509841735656653,-5.088365697944301,23,"('Klay Thompson', 'Brandin Podziemski')"
"(20396710, 164176410)",1329,0.837184504798766,1.2025095997408106,2.039694104539577,23,"('Dario Šarić', 'Brandin Podziemski')"
"(10110810, 20396710)",1263,-0.5484938759959208,1.1987399153975338,0.650246039401613,23,"('Chris Paul', 'Dario Šarić')"
"(20395210, 163022810)",1625,-1.3753993020798083,-0.7872028238959596,-2.162602125975768,23,"('Andrew Wiggins', 'Jonathan Kuminga')"
"(20269110, 162617210)",1968,1.241571704183583,-1.0086497926674247,0.23292191151615826,23,"('Klay Thompson', 'Kevon Looney')"
"(20348408, 162900808)",4541,1.5143503799201141,1.4681154798205058,2.98246585974062,23,"('Kentavious Caldwell-Pope', 'Michael Porter Jr.')"
"(162775008, 162900808)",3130,1.7171335426829335,-1.002957121532737,0.7141764211501964,23,"('Jamal Murray', 'Michael Porter Jr.')"
"(20393208, 162900808)",4443,-1.7789085855422753,0.318913992041301,-1.4599945935009742,23,"('Aaron Gordon', 'Michael Porter Jr.')"
"(20399908, 162900808)",4845,0.9176420558636886,0.32566636225567863,1.2433084181193672,23,"('Nikola Jokić', 'Michael Porter Jr.')"
"(20348408, 162775008)",2785,0.8035564057836895,-2.0199876086386754,-1.216431202854986,23,"('Kentavious Caldwell-Pope', 'Jamal Murray')"
"(20348408, 20393208)",4259,-2.3431115465664987,2.510679562270475,0.1675680157039765,23,"('Kentavious Caldwell-Pope', 'Aaron Gordon')"
"(20348408, 20399908)",4991,3.0701690398424697,-2.274892285737511,0.7952767541049588,23,"('Kentavious Caldwell-Pope', 'Nikola Jokić')"
"(20393208, 162775008)",2892,-1.3128577023926185,0.7480393717056077,-0.5648183306870107,23,"('Aaron Gordon', 'Jamal Murray')"
"(20399908, 162775008)",3218,3.0314698423283786,0.568790153536016,3.600259995864395,23,"('Nikola Jokić', 'Jamal Murray')"
"(20393208, 20399908)",4581,-0.15564219742967503,0.6570231276652522,0.5013809302355772,23,"('Aaron Gordon', 'Nikola Jokić')"
"(20270408, 162900808)",2284,1.2061030424538353,-1.3292652879754852,-0.1231622455216499,23,"('Reggie Jackson', 'Michael Porter Jr.')"
"(20270408, 20348408)",2105,-1.7023770873237427,-0.035038315134522505,-1.7374154024582653,23,"('Reggie Jackson', 'Kentavious Caldwell-Pope')"
"(20270408, 20393208)",1937,-0.019049862487868587,-0.8233172577855594,-0.842367120273428,23,"('Reggie Jackson', 'Aaron Gordon')"
"(20270408, 20399908)",2400,0.6547726623231706,-0.44521687223252493,0.20955579009064562,23,"('Reggie Jackson', 'Nikola Jokić')"
"(20270408, 163112808)",2207,0.5202356530948424,-1.012022348018104,-0.49178669492326166,23,"('Reggie Jackson', 'Christian Braun')"
"(20270408, 163121208)",2083,-0.009556357179643782,1.201112504255809,1.1915561470761653,23,"('Reggie Jackson', 'Peyton Watson')"
"(20348408, 163112808)",1250,0.0657079897105643,1.3730064957900125,1.438714485500577,23,"('Kentavious Caldwell-Pope', 'Christian Braun')"
"(163112808, 163121208)",2457,-1.8735788684590071,-0.5869563337540649,-2.460535202213072,23,"('Christian Braun', 'Peyton Watson')"
"(20399908, 163112808)",1824,2.8309397279453554,3.075904659882794,5.90684438782815,23,"('Nikola Jokić', 'Christian Braun')"
"(20399908, 163121208)",1476,-1.1533791298094958,0.7780211574429884,-0.37535797236650736,23,"('Nikola Jokić', 'Peyton Watson')"
"(162775008, 163112808)",1266,0.7028679910523106,-1.5050500963253155,-0.8021821052730049,23,"('Jamal Murray', 'Christian Braun')"
"(162775008, 163121208)",1385,-0.3299325139764326,0.15037624646535153,-0.17955626751108106,23,"('Jamal Murray', 'Peyton Watson')"
"(162900808, 163112808)",1275,-2.249691866758102,0.7637353659364071,-1.485956500821695,23,"('Michael Porter Jr.', 'Christian Braun')"
"(20395423, 162616223)",1452,-0.46342980639722947,-0.7458988368592088,-1.2093286432564383,23,"('Joel Embiid', 'Kelly Oubre Jr.')"
"(20269923, 20395423)",2223,1.3287929942604029,2.4606124611471007,3.7894054554075036,23,"('Tobias Harris', 'Joel Embiid')"
"(20269923, 162616223)",2668,0.7116847910912653,-1.3230289987651298,-0.6113442076738645,23,"('Tobias Harris', 'Kelly Oubre Jr.')"
"(162616223, 163019423)",1886,1.5105535352802928,-1.0567003838842735,0.45385315139601934,23,"('Kelly Oubre Jr.', 'Paul Reed')"
"(20269923, 163019423)",1892,0.2600911692185544,1.334221957876444,1.5943131270949984,23,"('Tobias Harris', 'Paul Reed')"
"(20158723, 163019423)",1243,0.7039491154324188,-0.8583776546560282,-0.15442853922360944,23,"('Nicolas Batum', 'Paul Reed')"
"(20158723, 162616223)",1549,-0.7082375063616934,-0.4870556336911733,-1.1952931400528666,23,"('Nicolas Batum', 'Kelly Oubre Jr.')"
"(20158723, 20395423)",1486,3.4351216459797245,1.8632167120054561,5.29833835798518,23,"('Nicolas Batum', 'Joel Embiid')"
"(20158723, 20269923)",2084,-0.9275635388490108,-0.9853415042436661,-1.9129050430926768,23,"('Nicolas Batum', 'Tobias Harris')"
"(163016218, 163018318)",3952,0.36602237682143157,-2.416579996302604,-2.0505576194811725,23,"('Anthony Edwards', 'Jaden McDaniels')"
"(20114418, 163016218)",3506,-1.9064518837683384,1.1537012030728238,-0.7527506806955147,23,"('Mike Conley', 'Anthony Edwards')"
"(20349718, 163016218)",4436,1.4430331153528975,1.4512354386013955,2.894268553954293,23,"('Rudy Gobert', 'Anthony Edwards')"
"(162615718, 163016218)",3394,2.8846007140900403,-0.9564878656526203,1.92811284843742,23,"('Karl-Anthony Towns', 'Anthony Edwards')"
"(20114418, 163018318)",3222,-2.104531642244909,-0.13029863920343376,-2.2348302814483425,23,"('Mike Conley', 'Jaden McDaniels')"
"(20349718, 163018318)",3618,-0.7096599810450716,-0.046868145230985606,-0.7565281262760571,23,"('Rudy Gobert', 'Jaden McDaniels')"
"(162615718, 163018318)",2631,4.299589582731348,0.7984986498917842,5.098088232623132,23,"('Karl-Anthony Towns', 'Jaden McDaniels')"
"(20114418, 20349718)",4113,2.5464231401358624,0.7405803460582273,3.2870034861940898,23,"('Mike Conley', 'Rudy Gobert')"
"(20114418, 162615718)",2785,-2.3561109109050604,0.364243061458971,-1.9918678494460895,23,"('Mike Conley', 'Karl-Anthony Towns')"
"(20349718, 162615718)",2885,0.7258008640039745,-0.27478584244180027,0.4510150215621742,23,"('Rudy Gobert', 'Karl-Anthony Towns')"
"(162967518, 163016218)",2895,1.9741806904056853,0.9153904105539525,2.889571100959638,23,"('Naz Reid', 'Anthony Edwards')"
"(162967518, 163018318)",1909,-0.3294751536507099,-1.424217904647017,-1.7536930582977268,23,"('Naz Reid', 'Jaden McDaniels')"
"(20114418, 162967518)",1861,-2.122671417414098,-2.5191181434976553,-4.641789560911754,23,"('Mike Conley', 'Naz Reid')"
"(20349718, 162967518)",2116,-0.6961597882408009,2.9422009726004457,2.246041184359645,23,"('Rudy Gobert', 'Naz Reid')"
"(162963818, 163016218)",2829,0.6036332965074425,-1.3630488108179735,-0.759415514310531,23,"('Nickeil Alexander-Walker', 'Anthony Edwards')"
"(162963818, 163018318)",1521,-1.3060425373396982,0.1659243378761194,-1.1401181994635787,23,"('Nickeil Alexander-Walker', 'Jaden McDaniels')"
"(20349718, 162963818)",2446,0.17521312010922246,1.5140354591543925,1.689248579263615,23,"('Rudy Gobert', 'Nickeil Alexander-Walker')"
"(162963818, 162967518)",2528,-0.4092860655550466,0.9045522743972696,0.495266208842223,23,"('Nickeil Alexander-Walker', 'Naz Reid')"
"(20393718, 163016218)",2677,0.19530177544277955,3.5836793019424085,3.778981077385188,23,"('Kyle Anderson', 'Anthony Edwards')"
"(20393718, 162963818)",2361,-0.0610001620437357,-2.4184920086196375,-2.4794921706633732,23,"('Kyle Anderson', 'Nickeil Alexander-Walker')"
"(20349718, 20393718)",2005,-0.6765465211902246,-1.5572775063311184,-2.233824027521343,23,"('Rudy Gobert', 'Kyle Anderson')"
"(20393718, 162967518)",2600,0.3113294629968177,-0.3378927014264737,-0.026563238429656022,23,"('Kyle Anderson', 'Naz Reid')"
"(20393718, 162615718)",1645,-1.0797989344476795,0.9053171644423805,-0.17448177000529896,23,"('Kyle Anderson', 'Karl-Anthony Towns')"
"(162615718, 162963818)",2066,-0.7637543421881267,-1.2869121330969138,-2.0506664752850403,23,"('Karl-Anthony Towns', 'Nickeil Alexander-Walker')"
"(162615718, 162967518)",1553,2.012953555484062,0.6959943059331949,2.708947861417257,23,"('Karl-Anthony Towns', 'Naz Reid')"
"(20114418, 162963818)",1540,2.0839451023096984,1.744860711658141,3.8288058139678394,23,"('Mike Conley', 'Nickeil Alexander-Walker')"
"(20114418, 20393718)",1627,0.6584227475317406,-0.9504700791207502,-0.29204733158900964,23,"('Mike Conley', 'Kyle Anderson')"
"(162901425, 163120025)",1203,2.3898880310164747,-2.162107072403155,0.22778095861331993,23,"('Anfernee Simons', 'Kris Murray')"
"(163120025, 164173925)",1253,1.010503888124053,3.518376872698834,4.5288807608228865,23,"('Kris Murray', 'Toumani Camara')"
"(163070325, 163120025)",1314,-1.2081074046141216,0.20585839871415393,-1.0022490058999676,23,"('Scoot Henderson', 'Kris Murray')"
"(162901425, 162902825)",1733,4.756391974530427,-0.27312480477286627,4.483267169757561,23,"('Anfernee Simons', 'Deandre Ayton')"
"(162902825, 164173925)",1803,-0.19906571635250336,2.1572086899534715,1.9581429736009681,23,"('Deandre Ayton', 'Toumani Camara')"
"(162902825, 163070325)",1624,1.210296880652631,1.86308970086236,3.073386581514991,23,"('Deandre Ayton', 'Scoot Henderson')"
"(162901425, 164173925)",1855,-1.983162992298512,0.5965450851261734,-1.3866179071723383,23,"('Anfernee Simons', 'Toumani Camara')"
"(162901425, 163070325)",1401,-0.45800262062962416,-2.1183896750637383,-2.5763922956933625,23,"('Anfernee Simons', 'Scoot Henderson')"
"(163070325, 164173925)",1534,-0.5985378467284437,-0.877437788188674,-1.4759756349171176,23,"('Scoot Henderson', 'Toumani Camara')"
"(163113325, 163120025)",1282,0.4419963815768743,0.867443669482173,1.3094400510590474,23,"('Jabari Walker', 'Kris Murray')"
"(162902825, 163113325)",1389,-3.02295867206114,-0.8838419077941558,-3.906800579855296,23,"('Deandre Ayton', 'Jabari Walker')"
"(162901425, 163113325)",1232,0.9617691407989206,0.5780826751277047,1.5398518159266255,23,"('Anfernee Simons', 'Jabari Walker')"
"(162901425, 164187125)",1262,0.2885982875335825,-1.6581625861439016,-1.3695642986103191,23,"('Anfernee Simons', 'Duop Reath')"
"(163070325, 164187125)",1446,1.4364314448190507,-1.7144377408671818,-0.2780062960481311,23,"('Scoot Henderson', 'Duop Reath')"
"(163070325, 163113325)",1888,1.0767062203489954,-0.6244538447937977,0.4522523755551977,23,"('Scoot Henderson', 'Jabari Walker')"
"(163057727, 163111027)",1906,0.4000165945830608,0.21114051395480887,0.6111571085378698,23,"('Julian Champagnie', 'Jeremy Sochan')"
"(163057727, 164170527)",2097,-0.6306906185540391,-2.726448939891588,-3.357139558445627,23,"('Julian Champagnie', 'Victor Wembanyama')"
"(163017027, 163057727)",1810,1.229713377248057,-2.157117153613423,-0.9274037763653658,23,"('Devin Vassell', 'Julian Champagnie')"
"(163020027, 163111027)",2730,2.5229886594375324,-0.26089474161942655,2.2620939178181056,23,"('Tre Jones', 'Jeremy Sochan')"
"(163111027, 164170527)",2987,-1.4811201732940782,-0.3938672558233649,-1.874987429117443,23,"('Jeremy Sochan', 'Victor Wembanyama')"
"(163017027, 163111027)",3954,-1.5688114748065647,-0.6222360600497461,-2.1910475348563105,23,"('Devin Vassell', 'Jeremy Sochan')"
"(163020027, 164170527)",3049,1.8828375136582383,2.9448791679408863,4.827716681599124,23,"('Tre Jones', 'Victor Wembanyama')"
"(163017027, 163020027)",3133,2.7416864845898155,2.0355957541988428,4.777282238788658,23,"('Devin Vassell', 'Tre Jones')"
"(163017027, 164170527)",2926,1.148667876140785,3.1052800100637086,4.253947886204493,23,"('Devin Vassell', 'Victor Wembanyama')"
"(162964027, 163111027)",2741,0.4387877592249879,0.7456372690445632,1.1844250282695512,23,"('Keldon Johnson', 'Jeremy Sochan')"
"(162838027, 163111027)",2135,-0.09564894421949136,-1.1541221581286378,-1.2497711023481293,23,"('Zach Collins', 'Jeremy Sochan')"
"(162964027, 163017027)",2809,1.8435153103245905,1.737809557791441,3.5813248681160315,23,"('Keldon Johnson', 'Devin Vassell')"
"(162838027, 162964027)",2272,3.624330727604228,-0.004686073719275673,3.6196446538849525,23,"('Zach Collins', 'Keldon Johnson')"
"(162838027, 163017027)",2010,-3.4328260621715447,0.22988226987376587,-3.202943792297779,23,"('Zach Collins', 'Devin Vassell')"
"(162622427, 162964027)",1861,-0.11734457510682526,-2.6084064985037716,-2.725751073610597,23,"('Cedi Osman', 'Keldon Johnson')"
"(162622427, 163017027)",1295,-1.189358785839739,-0.9624041579369824,-2.1517629437767214,23,"('Cedi Osman', 'Devin Vassell')"
"(162622427, 163020027)",1543,-0.7523685682543492,-0.9109695154905432,-1.6633380837448923,23,"('Cedi Osman', 'Tre Jones')"
"(162622427, 164170527)",1262,0.5703882444644128,-1.301945040895972,-0.7315567964315592,23,"('Cedi Osman', 'Victor Wembanyama')"
"(162964027, 163020027)",2136,-0.33374743371346627,-0.9894186828947823,-1.3231661166082485,23,"('Keldon Johnson', 'Tre Jones')"
"(162964027, 164170527)",2413,-0.7972675621573855,1.8458341721003702,1.0485666099429847,23,"('Keldon Johnson', 'Victor Wembanyama')"
"(163054404, 164170604)",1314,-0.1975130438945853,0.45277909307639125,0.25526604918180595,23,"('Tre Mann', 'Brandon Miller')"
"(162897004, 163054404)",1349,1.3829398020027033,0.14898880374279924,1.5319286057455026,23,"('Miles Bridges', 'Tre Mann')"
"(162897004, 162899804)",1507,-0.6424268618504455,0.8539033817115724,0.21147651986112692,23,"('Miles Bridges', 'Cody Martin')"
"(162968404, 164170604)",1401,-0.5501860801222966,1.0538805264155267,0.50369444629323,23,"('Grant Williams', 'Brandon Miller')"
"(20399504, 162968404)",1222,0.8256742592786159,-0.544424323392578,0.28124993588603797,23,"('Vasilije Micic', 'Grant Williams')"
"(162897004, 162968404)",1459,1.2997472924801432,-0.11696446767693787,1.1827828248032053,23,"('Miles Bridges', 'Grant Williams')"
